"image","mask","has_defect"
"train/10238.png","train/10238_GT.png","0"
"train/10239.png","train/10239_GT.png","0"
"train/10240.png","train/10240_GT.png","0"
"train/10241.png","train/10241_GT.png","0"
"train/10242.png","train/10242_GT.png","0"
"train/10244.png","train/10244_GT.png","1"
"train/10245.png","train/10245_GT.png","0"
"train/10247.png","train/10247_GT.png","1"
"train/10248.png","train/10248_GT.png","0"
"train/10249.png","train/10249_GT.png","0"
"train/10250.png","train/10250_GT.png","0"
"train/10251.png","train/10251_GT.png","0"
"train/10252.png","train/10252_GT.png","0"
"train/10253.png","train/10253_GT.png","0"
"train/10254.png","train/10254_GT.png","1"
"train/10255.png","train/10255_GT.png","0"
"train/10256.png","train/10256_GT.png","0"
"train/10257.png","train/10257_GT.png","0"
"train/10258.png","train/10258_GT.png","1"
"train/10259.png","train/10259_GT.png","0"
"train/10260.png","train/10260_GT.png","0"
"train/10261.png","train/10261_GT.png","0"
"train/10262.png","train/10262_GT.png","0"
"train/10263.png","train/10263_GT.png","0"
"train/10264.png","train/10264_GT.png","0"
"train/10265.png","train/10265_GT.png","0"
"train/10266.png","train/10266_GT.png","1"
"train/10267.png","train/10267_GT.png","0"
"train/10268.png","train/10268_GT.png","0"
"train/10269.png","train/10269_GT.png","0"
"train/10270.png","train/10270_GT.png","0"
"train/10271.png","train/10271_GT.png","0"
"train/10272.png","train/10272_GT.png","0"
"train/10273.png","train/10273_GT.png","1"
"train/10274.png","train/10274_GT.png","0"
"train/10278.png","train/10278_GT.png","0"
"train/10279.png","train/10279_GT.png","0"
"train/10280.png","train/10280_GT.png","0"
"train/10282.png","train/10282_GT.png","0"
"train/10283.png","train/10283_GT.png","0"
"train/10284.png","train/10284_GT.png","0"
"train/10285.png","train/10285_GT.png","0"
"train/10286.png","train/10286_GT.png","0"
"train/10287.png","train/10287_GT.png","0"
"train/10288.png","train/10288_GT.png","0"
"train/10292.png","train/10292_GT.png","0"
"train/10293.png","train/10293_GT.png","0"
"train/10295.png","train/10295_GT.png","0"
"train/10296.png","train/10296_GT.png","0"
"train/10298.png","train/10298_GT.png","0"
"train/10300.png","train/10300_GT.png","0"
"train/10301.png","train/10301_GT.png","1"
"train/10303.png","train/10303_GT.png","0"
"train/10304.png","train/10304_GT.png","1"
"train/10307.png","train/10307_GT.png","0"
"train/10308.png","train/10308_GT.png","1"
"train/10309.png","train/10309_GT.png","1"
"train/10311.png","train/10311_GT.png","0"
"train/10312.png","train/10312_GT.png","1"
"train/10313.png","train/10313_GT.png","0"
"train/10314.png","train/10314_GT.png","0"
"train/10315.png","train/10315_GT.png","0"
"train/10316.png","train/10316_GT.png","0"
"train/10317.png","train/10317_GT.png","0"
"train/10318.png","train/10318_GT.png","0"
"train/10320.png","train/10320_GT.png","0"
"train/10321.png","train/10321_GT.png","0"
"train/10322.png","train/10322_GT.png","0"
"train/10323.png","train/10323_GT.png","0"
"train/10324.png","train/10324_GT.png","0"
"train/10325.png","train/10325_GT.png","0"
"train/10329.png","train/10329_GT.png","0"
"train/10331.png","train/10331_GT.png","0"
"train/10332.png","train/10332_GT.png","0"
"train/10333.png","train/10333_GT.png","0"
"train/10334.png","train/10334_GT.png","0"
"train/10335.png","train/10335_GT.png","1"
"train/10337.png","train/10337_GT.png","1"
"train/10338.png","train/10338_GT.png","0"
"train/10339.png","train/10339_GT.png","0"
"train/10341.png","train/10341_GT.png","0"
"train/10342.png","train/10342_GT.png","0"
"train/10343.png","train/10343_GT.png","0"
"train/10344.png","train/10344_GT.png","1"
"train/10345.png","train/10345_GT.png","1"
"train/10346.png","train/10346_GT.png","0"
"train/10347.png","train/10347_GT.png","0"
"train/10348.png","train/10348_GT.png","0"
"train/10349.png","train/10349_GT.png","0"
"train/10351.png","train/10351_GT.png","0"
"train/10352.png","train/10352_GT.png","1"
"train/10353.png","train/10353_GT.png","0"
"train/10354.png","train/10354_GT.png","1"
"train/10355.png","train/10355_GT.png","0"
"train/10356.png","train/10356_GT.png","0"
"train/10357.png","train/10357_GT.png","0"
"train/10358.png","train/10358_GT.png","0"
"train/10359.png","train/10359_GT.png","0"
"train/10360.png","train/10360_GT.png","0"
"train/10361.png","train/10361_GT.png","0"
"train/10362.png","train/10362_GT.png","0"
"train/10363.png","train/10363_GT.png","0"
"train/10364.png","train/10364_GT.png","0"
"train/10366.png","train/10366_GT.png","0"
"train/10367.png","train/10367_GT.png","1"
"train/10368.png","train/10368_GT.png","0"
"train/10369.png","train/10369_GT.png","0"
"train/10370.png","train/10370_GT.png","0"
"train/10371.png","train/10371_GT.png","0"
"train/10372.png","train/10372_GT.png","0"
"train/10373.png","train/10373_GT.png","0"
"train/10374.png","train/10374_GT.png","0"
"train/10375.png","train/10375_GT.png","0"
"train/10376.png","train/10376_GT.png","0"
"train/10377.png","train/10377_GT.png","0"
"train/10378.png","train/10378_GT.png","0"
"train/10379.png","train/10379_GT.png","0"
"train/10381.png","train/10381_GT.png","0"
"train/10382.png","train/10382_GT.png","1"
"train/10383.png","train/10383_GT.png","1"
"train/10385.png","train/10385_GT.png","0"
"train/10386.png","train/10386_GT.png","0"
"train/10387.png","train/10387_GT.png","0"
"train/10388.png","train/10388_GT.png","0"
"train/10390.png","train/10390_GT.png","0"
"train/10393.png","train/10393_GT.png","0"
"train/10395.png","train/10395_GT.png","0"
"train/10396.png","train/10396_GT.png","1"
"train/10397.png","train/10397_GT.png","0"
"train/10399.png","train/10399_GT.png","0"
"train/10400.png","train/10400_GT.png","0"
"train/10402.png","train/10402_GT.png","1"
"train/10404.png","train/10404_GT.png","0"
"train/10406.png","train/10406_GT.png","0"
"train/10409.png","train/10409_GT.png","0"
"train/10410.png","train/10410_GT.png","0"
"train/10411.png","train/10411_GT.png","0"
"train/10413.png","train/10413_GT.png","0"
"train/10414.png","train/10414_GT.png","1"
"train/10415.png","train/10415_GT.png","0"
"train/10416.png","train/10416_GT.png","0"
"train/10417.png","train/10417_GT.png","0"
"train/10418.png","train/10418_GT.png","0"
"train/10419.png","train/10419_GT.png","0"
"train/10420.png","train/10420_GT.png","0"
"train/10421.png","train/10421_GT.png","1"
"train/10422.png","train/10422_GT.png","0"
"train/10423.png","train/10423_GT.png","1"
"train/10424.png","train/10424_GT.png","0"
"train/10426.png","train/10426_GT.png","1"
"train/10427.png","train/10427_GT.png","0"
"train/10428.png","train/10428_GT.png","0"
"train/10429.png","train/10429_GT.png","0"
"train/10430.png","train/10430_GT.png","0"
"train/10431.png","train/10431_GT.png","0"
"train/10434.png","train/10434_GT.png","0"
"train/10436.png","train/10436_GT.png","0"
"train/10437.png","train/10437_GT.png","0"
"train/10438.png","train/10438_GT.png","0"
"train/10439.png","train/10439_GT.png","0"
"train/10440.png","train/10440_GT.png","0"
"train/10441.png","train/10441_GT.png","0"
"train/10442.png","train/10442_GT.png","0"
"train/10443.png","train/10443_GT.png","0"
"train/10444.png","train/10444_GT.png","0"
"train/10445.png","train/10445_GT.png","0"
"train/10446.png","train/10446_GT.png","0"
"train/10451.png","train/10451_GT.png","0"
"train/10452.png","train/10452_GT.png","0"
"train/10453.png","train/10453_GT.png","0"
"train/10454.png","train/10454_GT.png","0"
"train/10455.png","train/10455_GT.png","0"
"train/10456.png","train/10456_GT.png","0"
"train/10460.png","train/10460_GT.png","0"
"train/10462.png","train/10462_GT.png","0"
"train/10465.png","train/10465_GT.png","0"
"train/10467.png","train/10467_GT.png","0"
"train/10468.png","train/10468_GT.png","0"
"train/10469.png","train/10469_GT.png","0"
"train/10470.png","train/10470_GT.png","0"
"train/10471.png","train/10471_GT.png","0"
"train/10473.png","train/10473_GT.png","0"
"train/10474.png","train/10474_GT.png","0"
"train/10475.png","train/10475_GT.png","0"
"train/10478.png","train/10478_GT.png","1"
"train/10480.png","train/10480_GT.png","0"
"train/10481.png","train/10481_GT.png","0"
"train/10482.png","train/10482_GT.png","0"
"train/10483.png","train/10483_GT.png","0"
"train/10484.png","train/10484_GT.png","0"
"train/10485.png","train/10485_GT.png","0"
"train/10486.png","train/10486_GT.png","0"
"train/10487.png","train/10487_GT.png","1"
"train/10488.png","train/10488_GT.png","0"
"train/10489.png","train/10489_GT.png","0"
"train/10490.png","train/10490_GT.png","0"
"train/10492.png","train/10492_GT.png","0"
"train/10493.png","train/10493_GT.png","0"
"train/10494.png","train/10494_GT.png","0"
"train/10495.png","train/10495_GT.png","0"
"train/10496.png","train/10496_GT.png","0"
"train/10497.png","train/10497_GT.png","0"
"train/10498.png","train/10498_GT.png","0"
"train/10499.png","train/10499_GT.png","1"
"train/10501.png","train/10501_GT.png","0"
"train/10503.png","train/10503_GT.png","0"
"train/10504.png","train/10504_GT.png","0"
"train/10505.png","train/10505_GT.png","0"
"train/10506.png","train/10506_GT.png","1"
"train/10507.png","train/10507_GT.png","0"
"train/10508.png","train/10508_GT.png","0"
"train/10509.png","train/10509_GT.png","0"
"train/10510.png","train/10510_GT.png","0"
"train/10511.png","train/10511_GT.png","0"
"train/10512.png","train/10512_GT.png","0"
"train/10514.png","train/10514_GT.png","1"
"train/10515.png","train/10515_GT.png","0"
"train/10517.png","train/10517_GT.png","0"
"train/10519.png","train/10519_GT.png","0"
"train/10521.png","train/10521_GT.png","0"
"train/10522.png","train/10522_GT.png","0"
"train/10523.png","train/10523_GT.png","0"
"train/10524.png","train/10524_GT.png","0"
"train/10525.png","train/10525_GT.png","0"
"train/10526.png","train/10526_GT.png","0"
"train/10527.png","train/10527_GT.png","0"
"train/10528.png","train/10528_GT.png","0"
"train/10529.png","train/10529_GT.png","0"
"train/10530.png","train/10530_GT.png","0"
"train/10531.png","train/10531_GT.png","0"
"train/10532.png","train/10532_GT.png","0"
"train/10533.png","train/10533_GT.png","0"
"train/10535.png","train/10535_GT.png","0"
"train/10536.png","train/10536_GT.png","1"
"train/10537.png","train/10537_GT.png","0"
"train/10538.png","train/10538_GT.png","0"
"train/10539.png","train/10539_GT.png","0"
"train/10540.png","train/10540_GT.png","0"
"train/10541.png","train/10541_GT.png","0"
"train/10542.png","train/10542_GT.png","0"
"train/10543.png","train/10543_GT.png","0"
"train/10545.png","train/10545_GT.png","0"
"train/10546.png","train/10546_GT.png","0"
"train/10547.png","train/10547_GT.png","0"
"train/10548.png","train/10548_GT.png","0"
"train/10549.png","train/10549_GT.png","0"
"train/10550.png","train/10550_GT.png","0"
"train/10551.png","train/10551_GT.png","0"
"train/10552.png","train/10552_GT.png","0"
"train/10553.png","train/10553_GT.png","0"
"train/10555.png","train/10555_GT.png","0"
"train/10556.png","train/10556_GT.png","0"
"train/10557.png","train/10557_GT.png","1"
"train/10558.png","train/10558_GT.png","0"
"train/10559.png","train/10559_GT.png","0"
"train/10560.png","train/10560_GT.png","0"
"train/10561.png","train/10561_GT.png","0"
"train/10562.png","train/10562_GT.png","0"
"train/10563.png","train/10563_GT.png","0"
"train/10564.png","train/10564_GT.png","0"
"train/10565.png","train/10565_GT.png","0"
"train/10566.png","train/10566_GT.png","0"
"train/10567.png","train/10567_GT.png","0"
"train/10568.png","train/10568_GT.png","0"
"train/10569.png","train/10569_GT.png","1"
"train/10570.png","train/10570_GT.png","0"
"train/10571.png","train/10571_GT.png","0"
"train/10572.png","train/10572_GT.png","0"
"train/10573.png","train/10573_GT.png","0"
"train/10574.png","train/10574_GT.png","1"
"train/10575.png","train/10575_GT.png","0"
"train/10576.png","train/10576_GT.png","0"
"train/10577.png","train/10577_GT.png","0"
"train/10578.png","train/10578_GT.png","0"
"train/10579.png","train/10579_GT.png","0"
"train/10581.png","train/10581_GT.png","0"
"train/10582.png","train/10582_GT.png","0"
"train/10584.png","train/10584_GT.png","0"
"train/10585.png","train/10585_GT.png","1"
"train/10588.png","train/10588_GT.png","0"
"train/10589.png","train/10589_GT.png","0"
"train/10590.png","train/10590_GT.png","0"
"train/10593.png","train/10593_GT.png","0"
"train/10594.png","train/10594_GT.png","0"
"train/10596.png","train/10596_GT.png","0"
"train/10597.png","train/10597_GT.png","0"
"train/10598.png","train/10598_GT.png","0"
"train/10600.png","train/10600_GT.png","0"
"train/10602.png","train/10602_GT.png","1"
"train/10603.png","train/10603_GT.png","0"
"train/10604.png","train/10604_GT.png","0"
"train/10605.png","train/10605_GT.png","0"
"train/10606.png","train/10606_GT.png","0"
"train/10607.png","train/10607_GT.png","0"
"train/10608.png","train/10608_GT.png","0"
"train/10609.png","train/10609_GT.png","0"
"train/10610.png","train/10610_GT.png","0"
"train/10611.png","train/10611_GT.png","0"
"train/10612.png","train/10612_GT.png","1"
"train/10614.png","train/10614_GT.png","0"
"train/10615.png","train/10615_GT.png","0"
"train/10616.png","train/10616_GT.png","0"
"train/10617.png","train/10617_GT.png","0"
"train/10618.png","train/10618_GT.png","1"
"train/10619.png","train/10619_GT.png","0"
"train/10620.png","train/10620_GT.png","0"
"train/10621.png","train/10621_GT.png","0"
"train/10622.png","train/10622_GT.png","0"
"train/10623.png","train/10623_GT.png","0"
"train/10624.png","train/10624_GT.png","0"
"train/10625.png","train/10625_GT.png","0"
"train/10626.png","train/10626_GT.png","0"
"train/10628.png","train/10628_GT.png","1"
"train/10629.png","train/10629_GT.png","0"
"train/10630.png","train/10630_GT.png","0"
"train/10632.png","train/10632_GT.png","0"
"train/10633.png","train/10633_GT.png","0"
"train/10634.png","train/10634_GT.png","0"
"train/10635.png","train/10635_GT.png","0"
"train/10637.png","train/10637_GT.png","1"
"train/10638.png","train/10638_GT.png","1"
"train/10639.png","train/10639_GT.png","0"
"train/10640.png","train/10640_GT.png","0"
"train/10641.png","train/10641_GT.png","0"
"train/10642.png","train/10642_GT.png","0"
"train/10644.png","train/10644_GT.png","0"
"train/10647.png","train/10647_GT.png","1"
"train/10648.png","train/10648_GT.png","1"
"train/10649.png","train/10649_GT.png","0"
"train/10650.png","train/10650_GT.png","0"
"train/10651.png","train/10651_GT.png","0"
"train/10653.png","train/10653_GT.png","0"
"train/10654.png","train/10654_GT.png","1"
"train/10655.png","train/10655_GT.png","0"
"train/10656.png","train/10656_GT.png","0"
"train/10657.png","train/10657_GT.png","0"
"train/10658.png","train/10658_GT.png","0"
"train/10659.png","train/10659_GT.png","1"
"train/10662.png","train/10662_GT.png","0"
"train/10663.png","train/10663_GT.png","1"
"train/10664.png","train/10664_GT.png","0"
"train/10666.png","train/10666_GT.png","0"
"train/10667.png","train/10667_GT.png","0"
"train/10668.png","train/10668_GT.png","0"
"train/10669.png","train/10669_GT.png","0"
"train/10672.png","train/10672_GT.png","1"
"train/10673.png","train/10673_GT.png","0"
"train/10674.png","train/10674_GT.png","0"
"train/10675.png","train/10675_GT.png","0"
"train/10676.png","train/10676_GT.png","0"
"train/10678.png","train/10678_GT.png","1"
"train/10679.png","train/10679_GT.png","0"
"train/10680.png","train/10680_GT.png","0"
"train/10681.png","train/10681_GT.png","0"
"train/10682.png","train/10682_GT.png","0"
"train/10683.png","train/10683_GT.png","0"
"train/10684.png","train/10684_GT.png","0"
"train/10685.png","train/10685_GT.png","0"
"train/10686.png","train/10686_GT.png","0"
"train/10687.png","train/10687_GT.png","0"
"train/10689.png","train/10689_GT.png","0"
"train/10690.png","train/10690_GT.png","0"
"train/10692.png","train/10692_GT.png","0"
"train/10693.png","train/10693_GT.png","0"
"train/10694.png","train/10694_GT.png","0"
"train/10695.png","train/10695_GT.png","1"
"train/10696.png","train/10696_GT.png","0"
"train/10697.png","train/10697_GT.png","0"
"train/10699.png","train/10699_GT.png","0"
"train/10700.png","train/10700_GT.png","0"
"train/10701.png","train/10701_GT.png","0"
"train/10702.png","train/10702_GT.png","0"
"train/10703.png","train/10703_GT.png","0"
"train/10704.png","train/10704_GT.png","0"
"train/10705.png","train/10705_GT.png","0"
"train/10706.png","train/10706_GT.png","0"
"train/10707.png","train/10707_GT.png","1"
"train/10708.png","train/10708_GT.png","0"
"train/10710.png","train/10710_GT.png","0"
"train/10711.png","train/10711_GT.png","1"
"train/10712.png","train/10712_GT.png","1"
"train/10713.png","train/10713_GT.png","0"
"train/10714.png","train/10714_GT.png","1"
"train/10715.png","train/10715_GT.png","0"
"train/10716.png","train/10716_GT.png","0"
"train/10717.png","train/10717_GT.png","0"
"train/10718.png","train/10718_GT.png","0"
"train/10719.png","train/10719_GT.png","0"
"train/10720.png","train/10720_GT.png","0"
"train/10721.png","train/10721_GT.png","0"
"train/10722.png","train/10722_GT.png","0"
"train/10724.png","train/10724_GT.png","0"
"train/10725.png","train/10725_GT.png","0"
"train/10726.png","train/10726_GT.png","0"
"train/10727.png","train/10727_GT.png","1"
"train/10728.png","train/10728_GT.png","0"
"train/10729.png","train/10729_GT.png","1"
"train/10730.png","train/10730_GT.png","0"
"train/10731.png","train/10731_GT.png","0"
"train/10732.png","train/10732_GT.png","0"
"train/10733.png","train/10733_GT.png","0"
"train/10734.png","train/10734_GT.png","0"
"train/10735.png","train/10735_GT.png","0"
"train/10736.png","train/10736_GT.png","0"
"train/10737.png","train/10737_GT.png","0"
"train/10738.png","train/10738_GT.png","0"
"train/10739.png","train/10739_GT.png","0"
"train/10740.png","train/10740_GT.png","0"
"train/10741.png","train/10741_GT.png","0"
"train/10742.png","train/10742_GT.png","0"
"train/10743.png","train/10743_GT.png","1"
"train/10744.png","train/10744_GT.png","0"
"train/10746.png","train/10746_GT.png","0"
"train/10747.png","train/10747_GT.png","0"
"train/10748.png","train/10748_GT.png","0"
"train/10750.png","train/10750_GT.png","0"
"train/10751.png","train/10751_GT.png","0"
"train/10752.png","train/10752_GT.png","0"
"train/10753.png","train/10753_GT.png","0"
"train/10754.png","train/10754_GT.png","0"
"train/10755.png","train/10755_GT.png","0"
"train/10757.png","train/10757_GT.png","0"
"train/10758.png","train/10758_GT.png","0"
"train/10760.png","train/10760_GT.png","0"
"train/10761.png","train/10761_GT.png","0"
"train/10762.png","train/10762_GT.png","0"
"train/10763.png","train/10763_GT.png","0"
"train/10764.png","train/10764_GT.png","0"
"train/10765.png","train/10765_GT.png","0"
"train/10766.png","train/10766_GT.png","0"
"train/10767.png","train/10767_GT.png","0"
"train/10768.png","train/10768_GT.png","0"
"train/10769.png","train/10769_GT.png","0"
"train/10771.png","train/10771_GT.png","0"
"train/10772.png","train/10772_GT.png","0"
"train/10773.png","train/10773_GT.png","0"
"train/10774.png","train/10774_GT.png","1"
"train/10776.png","train/10776_GT.png","0"
"train/10777.png","train/10777_GT.png","0"
"train/10778.png","train/10778_GT.png","0"
"train/10780.png","train/10780_GT.png","0"
"train/10781.png","train/10781_GT.png","0"
"train/10782.png","train/10782_GT.png","0"
"train/10783.png","train/10783_GT.png","0"
"train/10784.png","train/10784_GT.png","0"
"train/10785.png","train/10785_GT.png","0"
"train/10786.png","train/10786_GT.png","0"
"train/10787.png","train/10787_GT.png","0"
"train/10788.png","train/10788_GT.png","0"
"train/10789.png","train/10789_GT.png","0"
"train/10790.png","train/10790_GT.png","0"
"train/10792.png","train/10792_GT.png","0"
"train/10794.png","train/10794_GT.png","0"
"train/10796.png","train/10796_GT.png","0"
"train/10797.png","train/10797_GT.png","1"
"train/10798.png","train/10798_GT.png","0"
"train/10799.png","train/10799_GT.png","0"
"train/10800.png","train/10800_GT.png","0"
"train/10801.png","train/10801_GT.png","0"
"train/10802.png","train/10802_GT.png","0"
"train/10803.png","train/10803_GT.png","0"
"train/10805.png","train/10805_GT.png","0"
"train/10806.png","train/10806_GT.png","0"
"train/10807.png","train/10807_GT.png","0"
"train/10808.png","train/10808_GT.png","1"
"train/10809.png","train/10809_GT.png","0"
"train/10810.png","train/10810_GT.png","0"
"train/10811.png","train/10811_GT.png","0"
"train/10812.png","train/10812_GT.png","0"
"train/10813.png","train/10813_GT.png","0"
